Query_Accession	Target_Accession	Percent_Identity	Alignment_Length	Mismatches	Gap_Open	Query_Start	Query_End	Target_Start	Target_End	E_value	Score	Percent_Positive
sp|P18177.3|TOXB_CLODI:800-1814	WP_077718027.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077710219.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_074132606.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021422924.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021418999.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021411551.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021400350.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021378690.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021364303.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021362272.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095926694.1	47.399	1019	520	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095892214.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095890640.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095892972.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077724521.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021427868.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021427279.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQJ13510.1	47.399	1019	520	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQI94946.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021415976.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQH44354.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQF16888.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095904493.1	47.399	1019	520	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_107586727.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_104686379.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_103951152.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_095926430.1	47.399	1019	520	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077726904.1	47.399	1019	520	10	3	1015	804	1812	0.0	992	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_076637450.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_065217721.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021424366.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021413482.1	47.596	1019	518	10	3	1015	804	1812	0.0	992	69.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_021361364.1	47.498	1019	519	10	3	1015	804	1812	0.0	992	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_095892025.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077746848.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077709202.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.28
sp|P18177.3|TOXB_CLODI:800-1814	4R04_A	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQJ39203.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021389420.1	47.399	1019	520	10	3	1015	804	1812	0.0	991	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQF13219.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE93338.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQH26049.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQG98830.1	47.596	1019	518	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQF72166.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQF47272.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQF33975.1	47.596	1019	518	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQF10355.1	47.596	1019	518	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE69335.1	47.498	1019	519	10	3	1015	804	1812	0.0	991	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021427542.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQI71394.1	47.596	1019	518	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQH95959.1	47.596	1019	518	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQG63199.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE86510.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE51054.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE46102.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095918122.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	ERM43915.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE45296.1	47.498	1019	519	10	3	1015	804	1812	0.0	990	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQJ84105.1	47.498	1019	519	10	3	1015	804	1812	0.0	989	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQJ00853.1	47.498	1019	519	10	3	1015	804	1812	0.0	989	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021394767.1	47.399	1019	520	10	3	1015	804	1812	0.0	989	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077707260.1	47.399	1019	520	10	3	1015	804	1812	0.0	989	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077737254.1	47.399	1019	520	10	3	1015	804	1812	0.0	989	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQE32815.1	47.498	1019	519	10	3	1015	804	1812	0.0	989	69.28
sp|P18177.3|TOXB_CLODI:800-1814	SJS23466.1	47.399	1019	520	10	3	1015	804	1812	0.0	988	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074143314.1	47.399	1019	520	10	3	1015	804	1812	0.0	988	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021427085.1	47.399	1019	520	10	3	1015	804	1812	0.0	988	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021386968.1	47.399	1019	520	10	3	1015	804	1812	0.0	988	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQF06237.1	47.399	1019	520	10	3	1015	804	1812	0.0	987	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQL11725.1	47.399	1019	520	10	3	1015	804	1812	0.0	986	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQE56691.1	47.399	1019	520	10	3	1015	804	1812	0.0	986	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQK78080.1	47.399	1019	520	10	3	1015	804	1812	0.0	986	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_103013574.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_118061011.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_109277406.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077723595.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_077723877.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	AGG91550.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_102821999.1	47.301	1019	521	10	3	1015	804	1812	0.0	984	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_074092239.1	47.399	1019	520	10	3	1015	804	1812	0.0	984	69.38
sp|P18177.3|TOXB_CLODI:800-1814	KJF64181.1	47.203	1019	522	10	3	1015	804	1812	0.0	983	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_109273961.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_107617420.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_107602705.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_078746717.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_077744969.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_109266895.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_107572158.1	47.203	1019	522	10	3	1015	804	1812	0.0	982	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_109317853.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_109272501.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	AFN52237.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_077717628.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_077726961.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_041160396.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_032511184.1	47.203	1019	522	10	3	1015	804	1812	0.0	981	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_107603582.1	47.203	1019	522	10	3	1015	804	1812	0.0	980	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_095926965.1	47.105	1019	523	10	3	1015	804	1812	0.0	980	69.09
sp|P18177.3|TOXB_CLODI:800-1814	WP_054272713.1	47.301	1019	521	10	3	1015	804	1812	0.0	974	69.28
sp|P18177.3|TOXB_CLODI:800-1814	AGK40891.1	47.337	995	508	9	12	1000	813	1797	0.0	922	69.85
sp|P18177.3|TOXB_CLODI:800-1814	WP_021127581.1	47.337	995	508	9	12	1000	813	1797	0.0	922	69.85
sp|P18177.3|TOXB_CLODI:800-1814	EQH37808.1	98.986	690	7	0	1	690	800	1489	0.0	775	99.13
sp|P18177.3|TOXB_CLODI:800-1814	SQB61416.1	31.917	1012	650	15	4	1002	788	1773	0.0	697	54.55
sp|P18177.3|TOXB_CLODI:800-1814	WP_004456308.1	31.917	1012	650	15	4	1002	785	1770	0.0	696	54.55
sp|P18177.3|TOXB_CLODI:800-1814	WP_003453412.1	31.917	1012	650	15	4	1002	785	1770	0.0	696	54.55
sp|P18177.3|TOXB_CLODI:800-1814	STB57599.1	31.917	1012	650	15	4	1002	788	1773	0.0	696	54.45
sp|P18177.3|TOXB_CLODI:800-1814	WP_114651106.1	31.917	1012	650	15	4	1002	785	1770	0.0	695	54.45
sp|P18177.3|TOXB_CLODI:800-1814	CRG98303.1	31.992	994	637	15	22	1002	806	1773	0.0	687	55.13
sp|P18177.3|TOXB_CLODI:800-1814	WP_110003795.1	31.992	994	637	15	22	1002	803	1770	0.0	687	55.13
sp|P18177.3|TOXB_CLODI:800-1814	WP_110041797.1	31.992	994	637	15	22	1002	803	1770	0.0	685	55.03
sp|P18177.3|TOXB_CLODI:800-1814	ACF49258.1	31.992	994	637	15	22	1002	806	1773	0.0	684	54.93
sp|P18177.3|TOXB_CLODI:800-1814	WP_009044441.1	20.308	714	504	24	5	682	1567	2251	0.0	625	40.34
sp|P18177.3|TOXB_CLODI:800-1814	WP_053261730.1	20.499	722	493	25	5	682	1568	2252	0.0	624	39.89
sp|P18177.3|TOXB_CLODI:800-1814	WP_123573008.1	20.451	709	499	24	5	677	1567	2246	0.0	621	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_112895620.1	20.427	749	506	26	5	705	1560	2266	0.0	618	39.39
sp|P18177.3|TOXB_CLODI:800-1814	WP_060843562.1	20.223	717	502	25	5	682	1565	2250	0.0	617	40.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_060839233.1	20.223	717	502	25	5	682	1565	2250	0.0	617	40.73
sp|P18177.3|TOXB_CLODI:800-1814	RXU65576.1	20.223	717	502	25	5	682	1565	2250	0.0	617	40.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_108543670.1	20.363	717	501	25	5	682	1565	2250	0.0	617	40.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_085534312.1	20.168	714	505	24	5	682	1566	2250	0.0	616	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_123411843.1	20.308	714	504	24	5	682	1567	2251	0.0	616	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_110091978.1	20.027	749	512	23	5	703	957	1668	0.0	615	38.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_123430777.1	17.500	840	599	29	5	787	1564	2366	0.0	615	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_123397375.1	17.577	842	596	29	5	787	1564	2366	0.0	615	38.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_123482882.1	17.857	840	596	29	5	787	1564	2366	0.0	615	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_072450347.1	17.738	840	597	29	5	787	1564	2366	0.0	615	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_065364052.1	17.619	840	598	29	5	787	1564	2366	0.0	615	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_053151658.1	17.857	840	596	29	5	787	1565	2367	0.0	615	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_124304018.1	20.308	714	504	24	5	682	1568	2252	0.0	615	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_124355923.1	20.308	714	504	24	5	682	1568	2252	0.0	615	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_103407425.1	17.857	840	596	29	5	787	1564	2366	0.0	614	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_101338386.1	19.888	714	507	24	5	682	1568	2252	0.0	614	40.34
sp|P18177.3|TOXB_CLODI:800-1814	WP_011061271.1	17.738	840	597	29	5	787	1564	2366	0.0	614	38.81
sp|P18177.3|TOXB_CLODI:800-1814	AAR21118.1	19.381	743	524	21	5	703	957	1668	0.0	614	38.36
sp|P18177.3|TOXB_CLODI:800-1814	WP_053158494.1	17.619	840	598	29	5	787	1565	2367	0.0	614	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_036812009.1	19.893	749	513	23	5	703	957	1668	0.0	614	38.45
sp|P18177.3|TOXB_CLODI:800-1814	WP_123577834.1	17.500	840	599	29	5	787	1564	2366	0.0	614	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_105398776.1	20.027	749	512	23	5	703	957	1668	0.0	614	38.32
sp|P18177.3|TOXB_CLODI:800-1814	WP_102679545.1	19.888	714	507	24	5	682	1566	2250	0.0	614	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_077934123.1	17.619	840	598	29	5	787	1564	2366	0.0	614	38.57
sp|P18177.3|TOXB_CLODI:800-1814	WP_053279774.1	20.448	714	503	23	5	682	1568	2252	0.0	614	39.92
sp|P18177.3|TOXB_CLODI:800-1814	WP_115580022.1	19.559	726	496	25	5	682	1565	2250	0.0	613	39.39
sp|P18177.3|TOXB_CLODI:800-1814	WP_093403197.1	17.619	840	598	29	5	787	1564	2366	0.0	613	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_124301831.1	20.308	714	504	24	5	682	1568	2252	0.0	613	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_123473384.1	17.500	840	599	28	5	787	1565	2367	0.0	613	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_016705328.1	20.308	714	504	24	5	682	1568	2252	0.0	613	40.20
sp|P18177.3|TOXB_CLODI:800-1814	PZP10369.1	17.500	840	599	29	5	787	1564	2366	0.0	613	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_038633468.1	20.168	714	505	24	5	682	1568	2252	0.0	613	39.92
sp|P18177.3|TOXB_CLODI:800-1814	WP_112878238.1	20.294	749	507	26	5	705	1560	2266	0.0	612	38.99
sp|P18177.3|TOXB_CLODI:800-1814	WP_028682889.1	20.168	714	505	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_087091497.1	19.748	714	508	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_124340413.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	AAM88787.1	19.756	739	522	22	5	703	1562	2269	0.0	612	39.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_102865054.1	19.421	726	497	25	5	682	1565	2250	0.0	612	39.26
sp|P18177.3|TOXB_CLODI:800-1814	WP_101282770.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_097304090.1	20.420	715	503	24	5	682	1568	2253	0.0	612	40.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_053269369.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_041118179.1	18.508	724	506	24	5	682	1564	2249	0.0	612	39.36
sp|P18177.3|TOXB_CLODI:800-1814	WP_124345097.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.20
sp|P18177.3|TOXB_CLODI:800-1814	AZE18076.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_124315232.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.20
sp|P18177.3|TOXB_CLODI:800-1814	WP_124314054.1	20.308	714	504	24	5	682	1568	2252	0.0	612	40.20
sp|P18177.3|TOXB_CLODI:800-1814	AGL84796.1	17.381	840	600	29	5	787	1562	2364	0.0	612	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_041752247.1	17.381	840	600	29	5	787	1565	2367	0.0	612	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_103331321.1	20.168	714	505	24	5	682	1568	2252	0.0	611	39.92
sp|P18177.3|TOXB_CLODI:800-1814	WP_072441857.1	17.500	840	599	29	5	787	1565	2367	0.0	611	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_124348681.1	20.420	715	503	24	5	682	1568	2253	0.0	611	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_123728212.1	17.143	840	602	28	5	787	1567	2369	0.0	611	38.69
sp|P18177.3|TOXB_CLODI:800-1814	WP_041986080.1	20.168	714	505	24	5	682	1568	2252	0.0	611	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_025804452.1	20.168	714	505	24	5	682	1568	2252	0.0	611	40.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_124355183.1	20.363	717	500	24	5	682	1568	2252	0.0	611	40.31
sp|P18177.3|TOXB_CLODI:800-1814	WP_118988023.1	19.577	756	518	25	5	712	665	1378	0.0	611	38.76
sp|P18177.3|TOXB_CLODI:800-1814	WP_110651695.1	18.396	848	582	30	5	787	1565	2367	0.0	610	38.21
sp|P18177.3|TOXB_CLODI:800-1814	KGM28216.1	19.756	739	522	22	5	703	1577	2284	0.0	610	39.24
sp|P18177.3|TOXB_CLODI:800-1814	EYU13432.1	19.756	739	522	22	5	703	1562	2269	0.0	610	39.11
sp|P18177.3|TOXB_CLODI:800-1814	WP_124324840.1	20.168	714	505	24	5	682	1568	2252	0.0	610	39.92
sp|P18177.3|TOXB_CLODI:800-1814	WP_110595671.1	18.396	848	582	30	5	787	1565	2367	0.0	610	38.21
sp|P18177.3|TOXB_CLODI:800-1814	WP_102879367.1	18.396	848	582	30	5	787	1565	2367	0.0	610	38.21
sp|P18177.3|TOXB_CLODI:800-1814	WP_082302179.1	19.756	739	522	22	5	703	1562	2269	0.0	610	39.24
sp|P18177.3|TOXB_CLODI:800-1814	WP_074524807.1	19.655	753	521	25	5	712	1571	2284	0.0	610	38.91
sp|P18177.3|TOXB_CLODI:800-1814	WP_110721747.1	20.420	715	503	24	5	682	1568	2253	0.0	610	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_103290210.1	17.619	840	598	29	5	787	1565	2367	0.0	610	38.81
sp|P18177.3|TOXB_CLODI:800-1814	WP_124373421.1	20.420	715	503	24	5	682	1568	2253	0.0	610	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_124303031.1	20.420	715	503	24	5	682	1568	2253	0.0	610	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_063431787.1	20.420	715	503	24	5	682	1568	2253	0.0	610	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_007930490.1	20.140	715	505	24	5	682	1228	1913	0.0	609	39.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_106697898.1	20.280	715	504	24	5	682	1568	2253	0.0	608	39.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_123390863.1	18.396	848	582	30	5	787	1565	2367	0.0	607	38.21
sp|P18177.3|TOXB_CLODI:800-1814	WP_113025813.1	20.427	749	506	26	5	705	1561	2267	0.0	606	39.52
sp|P18177.3|TOXB_CLODI:800-1814	WP_110725481.1	19.028	720	507	25	5	682	1565	2250	0.0	606	39.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_025127307.1	18.041	837	598	28	5	787	1567	2369	0.0	606	37.51
sp|P18177.3|TOXB_CLODI:800-1814	WP_113043740.1	20.294	749	507	26	5	705	1560	2266	0.0	605	39.25
sp|P18177.3|TOXB_CLODI:800-1814	WP_105396722.1	19.215	739	526	23	5	703	1562	2269	0.0	605	38.97
sp|P18177.3|TOXB_CLODI:800-1814	WP_046976243.1	19.709	756	520	25	5	714	1565	2279	0.0	605	39.68
sp|P18177.3|TOXB_CLODI:800-1814	WP_088373013.1	19.256	753	524	25	5	712	1566	2279	0.0	603	38.78
sp|P18177.3|TOXB_CLODI:800-1814	WP_124347938.1	20.810	716	500	24	5	682	1567	2253	0.0	603	40.78
sp|P18177.3|TOXB_CLODI:800-1814	ERO60047.1	20.670	716	501	24	5	682	1438	2124	0.0	603	40.64
sp|P18177.3|TOXB_CLODI:800-1814	WP_068581291.1	20.810	716	500	24	5	682	1567	2253	0.0	602	40.78
sp|P18177.3|TOXB_CLODI:800-1814	WP_011148258.1	20.027	749	509	26	5	705	1561	2267	0.0	602	38.99
sp|P18177.3|TOXB_CLODI:800-1814	WP_058589554.1	20.027	749	509	26	5	705	1561	2267	0.0	601	38.99
sp|P18177.3|TOXB_CLODI:800-1814	WP_109791702.1	20.403	745	516	22	5	705	956	1667	0.0	600	38.79
sp|P18177.3|TOXB_CLODI:800-1814	WP_053131078.1	20.531	716	502	24	5	682	1567	2253	0.0	600	40.78
sp|P18177.3|TOXB_CLODI:800-1814	WP_058589561.1	20.403	745	516	22	5	705	956	1667	0.0	600	38.79
sp|P18177.3|TOXB_CLODI:800-1814	WP_112896421.1	20.637	722	498	22	5	682	956	1646	0.0	599	39.47
sp|P18177.3|TOXB_CLODI:800-1814	WP_112879112.1	20.375	746	510	26	5	705	955	1661	0.0	599	39.01
sp|P18177.3|TOXB_CLODI:800-1814	CAR67791.1	19.621	739	521	23	5	703	1597	2302	0.0	596	39.38
sp|P18177.3|TOXB_CLODI:800-1814	ERT12536.1	19.378	836	565	29	5	777	1111	1900	0.0	596	39.83
sp|P18177.3|TOXB_CLODI:800-1814	WP_049795218.1	19.756	739	520	23	5	703	1582	2287	0.0	596	39.51
sp|P18177.3|TOXB_CLODI:800-1814	CAE15502.1	20.268	745	517	23	5	705	948	1659	0.0	595	38.79
sp|P18177.3|TOXB_CLODI:800-1814	WP_045882500.1	18.843	743	509	23	5	682	1561	2274	0.0	595	37.82
sp|P18177.3|TOXB_CLODI:800-1814	WP_041380183.1	20.134	745	518	22	5	705	956	1667	0.0	595	38.52
sp|P18177.3|TOXB_CLODI:800-1814	WP_112872275.1	20.134	745	518	22	5	705	956	1667	0.0	595	38.52
sp|P18177.3|TOXB_CLODI:800-1814	WP_088374551.1	20.740	757	510	26	5	713	958	1672	0.0	595	39.10
sp|P18177.3|TOXB_CLODI:800-1814	WP_069315550.1	20.395	760	517	24	5	714	958	1679	0.0	594	39.34
sp|P18177.3|TOXB_CLODI:800-1814	WP_039245754.1	27.237	1017	673	26	17	1013	822	1791	0.0	594	49.75
sp|P18177.3|TOXB_CLODI:800-1814	WP_039227501.1	27.139	1017	674	26	17	1013	822	1791	0.0	593	49.75
sp|P18177.3|TOXB_CLODI:800-1814	KEH88899.1	27.139	1017	674	26	17	1013	825	1794	0.0	593	49.75
sp|P18177.3|TOXB_CLODI:800-1814	WP_039239250.1	27.139	1017	674	26	17	1013	822	1791	0.0	593	49.75
sp|P18177.3|TOXB_CLODI:800-1814	WP_041982990.1	18.779	852	581	26	5	788	953	1761	0.0	590	38.85
sp|P18177.3|TOXB_CLODI:800-1814	WP_039222518.1	27.040	1017	675	26	17	1013	822	1791	0.0	589	49.75
sp|P18177.3|TOXB_CLODI:800-1814	BAF46125.1	32.880	882	564	11	4	876	788	1650	0.0	584	55.67
