WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:3.90.550.20		127	568	9.1E-106	T	19-02-2019
WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:1.10.274.80		427	538	9.1E-106	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1854	1873	6.609	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	6.328	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Gene3D	G3DSA:1.10.274.80		394	494	0.0	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	SUPERFAMILY	SSF69360		2189	2359	1.4E-32	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2253	2272	8.561	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF12920	TcdA/TcdB pore forming domain	863	1529	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2343	2362	7.626	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Gene3D	G3DSA:2.10.270.10		1870	1988	5.7E-27	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Gene3D	G3DSA:2.10.270.10		1801	1869	1.1E-6	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Gene3D	G3DSA:2.10.270.10		2028	2111	3.6E-13	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	SUPERFAMILY	SSF69360		2057	2173	1.96E-23	T	19-02-2019
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1967	1986	8.404	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF11713	Peptidase C80 family	576	755	3.5E-48	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2323	2342	6.576	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2007	2026	8.173	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2233	2252	7.006	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF01473	Putative cell wall binding repeat	2261	2272	0.52	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF01473	Putative cell wall binding repeat	1972	1986	0.028	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF01473	Putative cell wall binding repeat	2105	2118	0.86	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	Pfam	PF01473	Putative cell wall binding repeat	1989	2006	0.0044	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	568	775	57.254	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_095895905.1	800c8bc8855207dac7506ec2a8f678ab	2367	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2099	2118	7.858	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	MobiDBLite	mobidb-lite	consensus disorder prediction	1560	1590	-	T	19-02-2019
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	856	878	-	T	19-02-2019
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	883	902	-	T	19-02-2019
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	Gene3D	G3DSA:3.40.50.11050		456	586	1.6E-10	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	Pfam	PF12920	TcdA/TcdB pore forming domain	766	901	5.3E-10	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_067283748.1	8aa68a42fc7b5ec78307b75b598d35d0	1590	Pfam	PF11713	Peptidase C80 family	460	580	2.1E-5	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:2.10.270.10		1983	2027	2.0E-10	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1810	1829	7.312	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:2.10.270.10		1752	1892	5.2E-26	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	SUPERFAMILY	SSF69360		1801	1905	3.73E-15	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF12920	TcdA/TcdB pore forming domain	865	1525	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2098	2117	9.447	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:2.10.270.10		2117	2188	6.7E-16	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1943	1962	8.834	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:2.10.270.10		1893	1982	7.6E-30	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:2.10.270.10		2028	2116	1.0E-31	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	8.098	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1964	1983	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	SUPERFAMILY	SSF69360		1920	2093	3.73E-35	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:3.90.550.20		95	523	0.0	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:1.10.3730.30		135	235	0.0	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	1944	1959	0.24	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	2078	2093	0.068	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	1987	2001	0.12	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	1852	1865	0.021	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	2120	2135	0.015	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF01473	Putative cell wall binding repeat	2099	2112	0.039	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	95	467	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:3.40.50.11050		543	809	3.5E-118	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	CDD	cd16840	toxin_MLD	3	82	2.09371E-27	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF11713	Peptidase C80 family	577	756	2.1E-51	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.727	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2119	2138	9.72	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	SUPERFAMILY	SSF69360		2057	2174	3.79E-28	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2140	2159	9.232	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Pfam	PF12918	TcdB toxin N-terminal helical domain	21	82	3.8E-13	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:1.10.274.80		392	492	0.0	T	19-02-2019
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2077	2096	9.314	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQH44354.1	db753780a34c57c3a0ebd302048da1ab	2190	Gene3D	G3DSA:1.20.58.1190		5	89	5.0E-39	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:3.90.550.20		95	523	0.0	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	95	467	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1810	1829	7.312	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:1.10.3730.30		135	235	0.0	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	5.657	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF01473	Putative cell wall binding repeat	1987	2001	0.11	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF01473	Putative cell wall binding repeat	1852	1865	0.02	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF01473	Putative cell wall binding repeat	1944	1959	0.23	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:2.10.270.10		1753	1892	5.1E-26	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1943	1962	8.834	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF12920	TcdA/TcdB pore forming domain	865	1525	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	SUPERFAMILY	SSF69360		1801	1905	1.0E-14	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF11713	Peptidase C80 family	577	756	2.0E-51	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1964	1983	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	SUPERFAMILY	SSF69360		1922	2070	1.33E-26	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:1.20.58.1190		5	89	4.8E-39	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:2.10.270.10		1982	2028	7.6E-11	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	CDD	cd16840	toxin_MLD	3	82	3.39561E-27	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Pfam	PF12918	TcdB toxin N-terminal helical domain	21	82	3.6E-13	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:3.40.50.11050		543	809	3.3E-118	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.727	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:1.10.274.80		392	492	0.0	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:2.10.270.10		1893	1981	7.2E-30	T	19-02-2019
EQE93338.1	d5035850bdb6ec443f290e95cadc87e0	2102	Gene3D	G3DSA:2.10.270.10		2029	2079	4.1E-9	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2388	2407	9.232	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2663	2682	9.927	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2664	2676	0.098	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2120	2135	0.019	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	1944	1959	0.3	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2099	2114	0.019	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2481	2496	0.013	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2212	2227	0.12	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2078	2093	0.085	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2573	2588	0.012	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2326	2339	0.049	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	1852	1865	0.026	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2368	2383	0.019	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	1987	2001	0.15	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF01473	Putative cell wall binding repeat	2347	2360	0.049	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2501	2520	8.578	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2252	2271	6.973	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	SUPERFAMILY	SSF69360		1810	1959	9.22E-24	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:1.20.58.1190		5	89	6.4E-39	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2325	2344	9.48	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:3.40.50.11050		543	809	4.6E-118	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2459	2478	8.479	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2643	2662	6.27	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2613	2706	4.9E-39	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2522	2610	1.1E-29	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:3.90.550.20		95	523	0.0	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2191	2210	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	95	467	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	8.098	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1964	1983	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		1790	1875	3.4E-12	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2439	2458	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	SUPERFAMILY	SSF53448		1	540	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	CDD	cd16840	toxin_MLD	3	82	5.42749E-28	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1851	1870	9.951	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2232	2251	6.162	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		1876	2003	3.9E-45	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2004	2136	3.7E-49	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2385	2521	3.5E-56	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2269	2384	3.9E-45	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	Gene3D	G3DSA:2.10.270.10		2137	2268	8.6E-42	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	SUPERFAMILY	SSF69360		2553	2705	1.57E-26	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	SUPERFAMILY	SSF69360		2367	2523	1.14E-24	T	19-02-2019
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1985	2004	8.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095903434.1	5fa22f0f7c2c0791ada29cf0d9a1f23e	2710	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2211	2230	9.281	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
